pwsid,Name,population,service_connections,state_classification,activity_status_cd,regulating_agency,carceral_sys,count_of_viols_over5yrs_mcl,count_of_viols_over5yrs_mon,binary_viol_over5yrs_mcl,binary_viol_over5yrs_mon,CASDWIS_County,CASDWIS_SourceType,watersource,purchased,Water_System_Name,County,Regulating_agency,Water_System_Type,Service_Connections,Population,Primary_Service_Area,Water_Quality_Category_Score,Accessibility_Category_Score,Affordability_Category_Score,TMF_Capacity_Category_Score,Total_Risk_Assessment_Score,Automatically_At_Risk,Risk_Assessment_Result,Failing_Status,SAFER_Status,Number_of_Water_Sources,Absence_of_Interties,Source_Capacity_Violations,Bottled_Water_or_Hauled_Water_Reliance,Significant_Deficiencies,SC3i_Count_Distribution,SC5e_Drought_Impact,Distributiondis_any,n_ccr_downloaded,n_ccr_missing
CA1500593,UPLANDS OF THE KERN MUTUAL WATER COMPANY,80,20,COMMUNITY,A,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,UPLANDS OF THE KERN MUTUAL WATER COMPANY,KERN,DISTRICT 12 - VISALIA,COMMUNITY,20,80,RESIDENTIAL AREA,0,1,1.33,0.33,0.67,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,2,Y,N,N,0,0,0,0,4,0
CA1500597,GRIMMWAY FARMS- FROZEN FOODS,300,7,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA1500599,CHOCTAW VALLEY MUTUAL WATER CO.,44,18,COMMUNITY,A,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,CHOCTAW VALLEY MUTUAL WATER CO.,KERN,DISTRICT 12 - VISALIA,COMMUNITY,18,44,RESIDENTIAL AREA,0.25,2,0,0.67,0.73,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,0,0,0,4,0
CA1500600,J.G. BOSWELL COMPANY WATER SYSTEM,63,5,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0
CA1502012,HECK CELLARS WATER SYSTEM,47,8,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,3,0,1,0,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA1502034,CALIFORNIA PORTLAND CEMENT,200,14,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,1,2,1,1,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0
CA1502042,CAMP LAKOTA WATER SYSTEM,238,6,TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,1,0,1,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
CA1502044,CAMP TECUYA WATER SYSTEM,180,3,TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,1,0,1,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
CA1502056,CLARK STREET COMMUNITY WELL,90,20,COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,1,0,1,KERN  ,GW,GW,Not purchased,CLARK STREET COMMUNITY WELL,KERN,DISTRICT 19 - TEHACHAPI,COMMUNITY,20,90,RESIDENTIAL AREA,0,1.33,1.42,0.83,0.9,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,3,1
CA1502066,DELANO GROWERS GRAPE PRODUCTS,65,1,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA1502068,DI GIORGIO SCHOOL WATER SYSTEM,268,1,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,4,0,1,0,KERN  ,GW,GW,Not purchased,DI GIORGIO SCHOOL WATER SYSTEM,KERN,DISTRICT 19 - TEHACHAPI,NON-TRANSIENT NON-COMMUNITY,1,268,SCHOOL,2.5,2.17,0.67,0,1.34,--,At-Risk,Failing,Failing,1,Y,N,N,0,NA,NA,NA,4,0
CA1502073,CAMP EL CAMINO PINES,128,14,TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,1,0,1,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
CA1502074,EL TEJON MIDDLE SCHOOL,550,1,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,EL TEJON MIDDLE SCHOOL,KERN,DISTRICT 19 - TEHACHAPI,NON-TRANSIENT NON-COMMUNITY,1,550,SCHOOL,0,1.33,0,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,NA,NA,NA,4,0
CA1502133,V LIONS OPS WATER SYSTEM,250,3,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 12 - VISALIA,non_carceral,1,0,1,0,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA1502134,JAMESON RANCH CAMP,106,2,TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,3,0,1,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
CA1502154,LAKESIDE SCHOOL,897,4,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 12 - VISALIA,non_carceral,0,2,0,1,KERN  ,GW,GW,Not purchased,LAKESIDE SCHOOL,KERN,DISTRICT 12 - VISALIA,NON-TRANSIENT NON-COMMUNITY,4,897,SCHOOL,2,2,0.67,0,1.17,--,At-Risk,Failing,Failing,1,Y,N,N,0,0,0,0,4,0
CA1502164,LLANAS CAMP FOUR WATER SYSTEM,54,55,COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,LLANAS CAMP FOUR WATER SYSTEM,KERN,DISTRICT 19 - TEHACHAPI,COMMUNITY,55,54,RESIDENTIAL AREA,2,2.67,0.33,0.67,1.42,--,At-Risk,Failing,Failing,1,Y,N,N,0,0,0,0,4,0
CA1502194,SIERRA VISTA RESTAURANT,50,3,TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,4,0,1,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
CA1502213,PARADISE COVE LODGE,49,4,TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
CA1502223,WILLOW SPRINGS RACEWAY,5022,10,TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
CA1502225,RANKIN RANCH,33,11,TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA1502232,ROSAMOND MOBILEHOME PARK,175,79,COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,4,0,1,0,KERN  ,GW,GW,Not purchased,ROSAMOND MOBILEHOME PARK,KERN,DISTRICT 19 - TEHACHAPI,COMMUNITY,79,175,MOBILE HOME PARK,2,1.33,0.33,0.67,1.08,--,At-Risk,Failing,Failing,1,Y,N,N,0,NA,NA,NA,4,0
CA1502247,DESERT BREEZE MOBILE HOME ESTATES,82,63,COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,5,0,1,0,KERN  ,GW,GW,Not purchased,DESERT BREEZE MOBILE HOME ESTATES,KERN,DISTRICT 19 - TEHACHAPI,COMMUNITY,63,82,MOBILE HOME PARK,2.5,1.5,0.33,0.67,1.25,--,At-Risk,Failing,Failing,1,Y,N,N,0,NA,NA,NA,4,0
CA1502249,CAMP ST NICHOLAS WATER SYSTEM,212,7,TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
CA1502260,SOUTH FORK ELEMENTARY SCHOOL WATER SYS,154,2,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,SOUTH FORK ELEMENTARY SCHOOL WATER SYS,KERN,DISTRICT 19 - TEHACHAPI,NON-TRANSIENT NON-COMMUNITY,2,154,SCHOOL,0,1.33,0.67,0,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,4,0
CA1502277,TEHACHAPI CUMMINGS COUNTY WATER DISTRICT,34,4,TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA1502315,CAMP OWEN WATER SYSTEM,110,23,COMMUNITY,A,DISTRICT 19 - TEHACHAPI,exclusive_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,CAMP OWEN WATER SYSTEM,KERN,DISTRICT 19 - TEHACHAPI,COMMUNITY,23,110,INSTITUTION,0.75,0.33,0.67,1,0.69,--,Potentially At-Risk,Failing,Failing,2,Y,N,N,0,0,0,0,4,0
CA1502317,KERN CO P&R-GREENHORN MT. PARK WATER,108,36,TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
CA1502319,KERN CO P&R-LAKE WOOLLOMES WATER SYSTEM,401,4,TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA1502320,LERDO SHERIFF S FACILITY,2800,110,COMMUNITY,A,DISTRICT 12 - VISALIA,exclusive_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,LERDO SHERIFF S FACILITY,KERN,DISTRICT 12 - VISALIA,COMMUNITY,110,2800,INSTITUTION,0.25,1,0.67,0.67,0.65,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,4,Y,N,N,0,0,0,0,4,0
CA1502323,NORTH KERN GOLF COURSE,273,3,TRANSIENT NON-COMMUNITY,A,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA1502325,KERN CO P&R-TEHACHAPI MT PARK WATER,202,45,TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
CA1502327,KERN VALLEY AIRPORT,2507,3,TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA1502383,NORD ROAD WATER ASSOCIATION,32,16,COMMUNITY,A,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,NORD ROAD WATER ASSOCIATION,KERN,DISTRICT 12 - VISALIA,COMMUNITY,16,32,RESIDENTIAL AREA,2,2.17,1.33,0,1.38,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,4,0
CA1502418,INDIAN WELLS LODGE,47,4,TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,1,0,1,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
CA1502422,CALTRANS-BORON REST STOP WATER SYSTEM,3000,2,TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
CA1502449,CYPRESS CANYON WATER SYSTEM,44,16,COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,1,0,1,0,KERN  ,GW,GW,Not purchased,CYPRESS CANYON WATER SYSTEM,KERN,DISTRICT 19 - TEHACHAPI,COMMUNITY,16,44,RESIDENTIAL AREA,1.5,0.33,1.67,0.67,1.04,--,At-Risk,Non-Failing,At-Risk,2,Y,N,N,0,0,0,0,4,0
CA1502465,PANAMA ROAD PROPERTY OWNERS ASSOC,45,16,COMMUNITY,A,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,PANAMA ROAD PROPERTY OWNERS ASSOC,KERN,DISTRICT 12 - VISALIA,COMMUNITY,16,45,RESIDENTIAL AREA,0.75,2.67,1.08,1,1.38,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,4,0
CA1502524,CAMP AREV,301,5,TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
CA1502545,SCHWEIKART WATER SYSTEM,27,8,COMMUNITY,A,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,SCHWEIKART WATER SYSTEM,KERN,DISTRICT 12 - VISALIA,COMMUNITY,8,27,RESIDENTIAL AREA,0,2,0,0.5,0.63,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,0,0,0,4,0
CA1502564,SIERRA MEADOWS,68,51,COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,SIERRA MEADOWS,KERN,DISTRICT 19 - TEHACHAPI,COMMUNITY,51,68,MOBILE HOME PARK,0,1.33,0.33,0,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,4,0
CA1502569,FIRST MUTUAL WATER SYSTEM,35,13,COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,5,0,1,0,KERN  ,GW,GW,Not purchased,FIRST MUTUAL WATER SYSTEM,KERN,DISTRICT 19 - TEHACHAPI,COMMUNITY,13,35,RESIDENTIAL AREA,2,1.5,0.33,0,0.96,--,At-Risk,Failing,Failing,1,Y,N,N,0,0,0,0,4,0
CA1502572,USFS - HAVILAH WORK CENTER,30,5,TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
CA1502595,NATIONAL CEMENT CO.-LEBEC PLANT,120,1,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0
CA1502600,WEGIS MUTUAL WATER COMPANY,64,23,COMMUNITY,A,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,WEGIS MUTUAL WATER COMPANY,KERN,DISTRICT 12 - VISALIA,COMMUNITY,23,64,RESIDENTIAL AREA,0,2.17,1.08,0,0.81,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,4,0
CA1502607,PIUTE MOUNTAIN SCHOOL WATER,75,5,NON-TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,PIUTE MOUNTAIN SCHOOL WATER,KERN,DISTRICT 19 - TEHACHAPI,NON-TRANSIENT NON-COMMUNITY,5,75,SCHOOL,3,0.5,0,0,0.88,--,At-Risk,Non-Failing,At-Risk,2,Y,N,N,0,NA,NA,NA,4,0
CA1502608,OWENS PEAK WEST,79,24,COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,OWENS PEAK WEST,KERN,DISTRICT 19 - TEHACHAPI,COMMUNITY,24,79,RESIDENTIAL AREA,0,2,1.08,0,0.77,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,0,0,0,4,0
CA1502619,SOUTH DESERT MUTUAL WATER COMPANY,28,14,COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,SOUTH DESERT MUTUAL WATER COMPANY,KERN,DISTRICT 19 - TEHACHAPI,COMMUNITY,14,28,RESIDENTIAL AREA,0,2,0.33,0.67,0.75,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,0,0,0,4,0
CA1502620,POND MUTUAL WATER COMPANY,48,18,COMMUNITY,A,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,POND MUTUAL WATER COMPANY,KERN,DISTRICT 12 - VISALIA,COMMUNITY,18,48,RESIDENTIAL AREA,0,2.67,1.67,0.67,1.25,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,1,0,4,0
CA1502622,GOSFORD ROAD WATER COMPANY,50,15,COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,GOSFORD ROAD WATER COMPANY,KERN,DISTRICT 19 - TEHACHAPI,COMMUNITY,15,50,RESIDENTIAL AREA,0,1.17,2,0.67,0.96,--,At-Risk,Non-Failing,At-Risk,2,Y,N,N,0,0,0,0,4,0
CA1502629,HEATH BRIMHALL P.O.A.,39,14,COMMUNITY,A,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,HEATH BRIMHALL P.O.A.,KERN,DISTRICT 12 - VISALIA,COMMUNITY,14,39,RESIDENTIAL AREA,0,2,0.17,0.67,0.71,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,0,0,0,4,0
CA1502645,MEADOWS OF THE KERN MUTUAL WATER COMPANY,32,16,COMMUNITY,A,DISTRICT 12 - VISALIA,non_carceral,0,1,0,1,KERN  ,GW,GW,Not purchased,MEADOWS OF THE KERN MUTUAL WATER COMPANY,KERN,DISTRICT 12 - VISALIA,COMMUNITY,16,32,RESIDENTIAL AREA,0.25,1,0,0.67,0.48,--,Not At-Risk,Non-Failing,Not At-Risk,4,Y,N,N,0,0,0,0,4,0
CA1502653,BELLA VISTA MUTUAL WATER COMPANY,150,46,COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,BELLA VISTA MUTUAL WATER COMPANY,KERN,DISTRICT 19 - TEHACHAPI,COMMUNITY,46,150,RESIDENTIAL AREA,1,0.33,1.67,0,0.75,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,2,Y,N,N,0,0,0,0,4,0
CA1502659,OWENS PEAK SOUTH,45,18,COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,OWENS PEAK SOUTH,KERN,DISTRICT 19 - TEHACHAPI,COMMUNITY,17,45,RESIDENTIAL AREA,1,2.17,0.33,0,0.88,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,4,0
CA1502663,TOWN & COUNTRY WATER COMPANY,73,22,COMMUNITY,A,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,TOWN & COUNTRY WATER COMPANY,KERN,DISTRICT 12 - VISALIA,COMMUNITY,22,73,RESIDENTIAL AREA,2.13,1,1.08,0,1.05,--,At-Risk,Non-Failing,At-Risk,2,Y,N,N,0,0,0,0,4,0
CA1502667,THE PATCH FRUIT STAND,80,3,TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
CA1502670,CHANAC CREEK MUTUAL WATER COMPANY,240,80,COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,CHANAC CREEK MUTUAL WATER COMPANY,KERN,DISTRICT 19 - TEHACHAPI,COMMUNITY,80,240,RESIDENTIAL AREA,2.5,1.5,0.75,0.17,1.23,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,3,1
CA1502673,GATEWAY MARKET WATER SYSTEM,154,2,TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
CA1502680,ORANGE GROVE RV PARK,205,205,TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA1502686,USFS - FRENCH GULCH CAMPGROUND WS,42,5,TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
CA1502688,USFS- TILLIE CREEK LIVE OAKS CAMPGROUNDS,865,124,TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
CA1502689,USFS - CAMP 9,161,1,TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
CA1502690,"DUNE 3 MUTUAL WATER COMPANY, LLC",119,36,COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,"DUNE 3 MUTUAL WATER COMPANY, LLC",KERN,DISTRICT 19 - TEHACHAPI,COMMUNITY,36,119,RESIDENTIAL AREA,0.25,1,0.33,0.33,0.48,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,4,0
CA1502695,BUTTERMILK ACRES WATER SYSTEM,60,2,TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
CA1502699,EAST WILSON ROAD WATER COMPANY,35,14,COMMUNITY,A,DISTRICT 12 - VISALIA,non_carceral,4,1,1,1,KERN  ,GW,GW,Not purchased,EAST WILSON ROAD WATER COMPANY,KERN,DISTRICT 12 - VISALIA,COMMUNITY,14,35,RESIDENTIAL AREA,3.75,2.67,1.08,1,2.13,--,At-Risk,Failing,Failing,1,Y,N,N,0,0,0,0,4,0
CA1502717,MOUNTAIN VALLEY AIRPORT,108,2,TRANSIENT NON-COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA1502744,60TH STREET ASSOC. WATER SYSTEM,39,10,COMMUNITY,A,DISTRICT 19 - TEHACHAPI,non_carceral,1,0,1,0,KERN  ,GW,GW,Not purchased,60TH STREET ASSOC. WATER SYSTEM,KERN,DISTRICT 19 - TEHACHAPI,COMMUNITY,10,39,RESIDENTIAL AREA,3.5,1.33,0.33,0,1.29,--,At-Risk,Failing,Failing,1,Y,N,N,0,0,0,0,4,0
CA1502750,RIVERVIEW HOMEOWNERS ASSOCIATION,40,20,COMMUNITY,A,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0,KERN  ,GW,GW,Not purchased,RIVERVIEW HOMEOWNERS ASSOCIATION,KERN,DISTRICT 12 - VISALIA,COMMUNITY,20,40,RESIDENTIAL AREA,0,2,0,0,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,4,0
