PWSID,System_Name,County,Regulating_Agency,Water_Quality_Risk_Level_Display,Accessability_Risk_Level_Display,Affordability_Risk_Level_Display,TMF_Capacity_Risk_Level_Display,POPULATION ,SAFER_STATUS,Distinct count of PWSID,Funding Since 2017
CA1500393,RAINBIRD VALLEY MWC,KERN,DISTRICT 19 - TEHACHAPI,High Risk,Low Risk,High Risk,No Risk,238,Failing,1,$0 
CA1500398,FRONTIER TRAILS HOMEOWNERS ASSOC INC.,KERN,DISTRICT 19 - TEHACHAPI,No Risk,Low Risk,High Risk,Low Risk,32,Not At-Risk,1,$0 
CA1500401,METTLER COUNTY WATER DISTRICT,KERN,DISTRICT 19 - TEHACHAPI,High Risk,Medium Risk,No Risk,No Risk,90,Failing,1,"$3,822,000 "
CA1500404,PINEBROOK COMMUNITY WATER WELL,KERN,DISTRICT 19 - TEHACHAPI,Low Risk,Low Risk,High Risk,No Risk,68,Potentially At-Risk,1,$0 
CA1500405,"AERIAL ACRES WATER COMPANY, INC.",KERN,DISTRICT 19 - TEHACHAPI,High Risk,Low Risk,High Risk,High Risk,87,Failing,1,$0 
CA1500406,TRADEWIND WATER ASSOC.,KERN,DISTRICT 19 - TEHACHAPI,High Risk,Low Risk,High Risk,No Risk,632,Failing,1,$0 
CA1500407,CWS-SPLIT MOUNTAIN WATER SYSTEM,KERN,DISTRICT 19 - TEHACHAPI,Low Risk,Low Risk,High Risk,Low Risk,226,Potentially At-Risk,1,$0 
CA1500409,BROCK MUTUAL WATER COMPANY,KERN,DISTRICT 12 - VISALIA,High Risk,Medium Risk,Low Risk,Low Risk,462,Failing,1,$0 
CA1500413,TEJON RANCH MAIN HEADQUARTERS,KERN,DISTRICT 19 - TEHACHAPI,Medium Risk,High Risk,No Risk,Low Risk,132,At-Risk,1,$0 
CA1500424,LANDS OF PROMISE MWC,KERN,DISTRICT 19 - TEHACHAPI,High Risk,Low Risk,Low Risk,Low Risk,174,Failing,1,$0 
CA1500426,ROSE VILLA APARTMENTS,KERN,DISTRICT 19 - TEHACHAPI,High Risk,High Risk,Low Risk,Medium Risk,65,Failing,1,"$1,970,581 "
CA1500436,HUNGRY GULCH MWC,KERN,DISTRICT 19 - TEHACHAPI,High Risk,Low Risk,High Risk,No Risk,74,Failing,1,$0 
CA1500443,CANYON MEADOWS MUTUAL WATER,KERN,DISTRICT 19 - TEHACHAPI,High Risk,Low Risk,High Risk,No Risk,465,At-Risk,1,$0 
CA1500447,SIERRA BREEZE MUTUAL WATER COMPANY,KERN,DISTRICT 19 - TEHACHAPI,High Risk,Medium Risk,High Risk,No Risk,150,At-Risk,1,$0 
CA1500448,HILLVIEW ACRES MUTUAL WATER COMPANY,KERN,DISTRICT 19 - TEHACHAPI,No Risk,High Risk,High Risk,No Risk,36,Potentially At-Risk,1,"$220,250 "
CA1500449,FOURTH STREET WATER SYSTEM,KERN,DISTRICT 19 - TEHACHAPI,High Risk,Medium Risk,High Risk,No Risk,56,At-Risk,1,$0 
CA1500452,RIVERDALE VILLAGE,KERN,DISTRICT 12 - VISALIA,Low Risk,Low Risk,Medium Risk,Medium Risk,750,Potentially At-Risk,1,$0 
CA1500455,WILLIAM FISHER MEMORIAL WATER COMPANY,KERN,DISTRICT 19 - TEHACHAPI,High Risk,High Risk,Medium Risk,Medium Risk,56,Failing,1,$0 
CA1500458,R.S. MUTUAL WATER COMPANY,KERN,DISTRICT 19 - TEHACHAPI,High Risk,High Risk,High Risk,No Risk,67,Failing,1,$0 
CA1500459,LAKE OF THE WOODS MOBILE VILLAGE,KERN,DISTRICT 19 - TEHACHAPI,Medium Risk,High Risk,Medium Risk,Low Risk,82,At-Risk,1,"$202,978 "
CA1500465,OAK KNOLLS MUTUAL WATER COMPANY,KERN,DISTRICT 19 - TEHACHAPI,High Risk,Low Risk,Low Risk,Low Risk,123,Failing,1,$0 
CA1500466,A.F.P. MUTUAL WATER COMPANY,KERN,DISTRICT 19 - TEHACHAPI,Low Risk,Low Risk,Medium Risk,Low Risk,710,Potentially At-Risk,1,$0 
CA1500475,KRISTA MUTUAL WATER COMPANY,KERN,DISTRICT 19 - TEHACHAPI,High Risk,High Risk,High Risk,Low Risk,504,Failing,1,"$4,103,436 "
CA1500478,"VALLEY ESTATES POA, INC.",KERN,DISTRICT 19 - TEHACHAPI,No Risk,Low Risk,High Risk,No Risk,386,Not At-Risk,1,$0 
CA1500481,RIVERNOOK CAMPGROUND,KERN,DISTRICT 19 - TEHACHAPI,No Risk,Low Risk,Medium Risk,No Risk,877,Not At-Risk,1,$0 
CA1500483,ALLEN ROAD MUTUAL WATER SYSTEM,KERN,DISTRICT 12 - VISALIA,No Risk,Medium Risk,High Risk,Low Risk,195,Potentially At-Risk,1,$0 
CA1500485,ANTELOPE VALLEY MOBILE ESTATES,KERN,DISTRICT 19 - TEHACHAPI,Medium Risk,Low Risk,Medium Risk,No Risk,60,Potentially At-Risk,1,"$1,970,581 "
CA1500489,BRITE LAKE MUTUAL WATER COMPANY,KERN,DISTRICT 19 - TEHACHAPI,No Risk,Low Risk,Low Risk,No Risk,89,Not At-Risk,1,$0 
CA1500493,"EL ADOBE POA, INC.",KERN,DISTRICT 19 - TEHACHAPI,High Risk,Medium Risk,High Risk,Low Risk,200,Failing,1,"$15,325,001 "
CA1500494,WILSON ROAD WATER COMMUNITY,KERN,DISTRICT 12 - VISALIA,High Risk,High Risk,High Risk,Low Risk,66,Failing,1,"$3,095,961 "
CA1500507,ST. CLAIR RANCHOS MUTUAL WATER CO.,KERN,DISTRICT 12 - VISALIA,No Risk,High Risk,High Risk,Low Risk,105,At-Risk,1,$0 
CA1500516,TUT BROTHERS FARM #96,KERN,DISTRICT 19 - TEHACHAPI,Low Risk,Low Risk,No Risk,Low Risk,32,Not At-Risk,1,$0 
CA1500518,AGBAYANI VILLAGE WATER SYSTEM,KERN,DISTRICT 12 - VISALIA,Low Risk,High Risk,Medium Risk,Low Risk,38,At-Risk,1,$0 
CA1500525,LAKEVIEW RANCHOS MUTUAL WATER COMPANY,KERN,DISTRICT 19 - TEHACHAPI,High Risk,Low Risk,High Risk,Medium Risk,120,Failing,1,"$3,749,557 "
CA1500535,MANON MANOR MUTUAL WATER COMPANY,KERN,DISTRICT 12 - VISALIA,Medium Risk,Low Risk,High Risk,Low Risk,200,At-Risk,1,$0 
CA1500540,PINON VALLEY WATER COMPANY,KERN,DISTRICT 19 - TEHACHAPI,High Risk,High Risk,High Risk,Low Risk,112,At-Risk,1,$0 
CA1500542,WILLOW SPRINGS MOBILE HOME PARK,KERN,DISTRICT 19 - TEHACHAPI,No Risk,High Risk,No Risk,Low Risk,275,Not At-Risk,1,$0 
CA1500543,AGAPE MUTUAL WATER SYSTEM,KERN,DISTRICT 12 - VISALIA,No Risk,Low Risk,High Risk,No Risk,50,Not At-Risk,1,$0 
CA1500544,ENOS LANE PUBLIC UTILITY DISTRICT,KERN,DISTRICT 12 - VISALIA,No Risk,Medium Risk,High Risk,Low Risk,365,Potentially At-Risk,1,$0 
CA1500546,HARVEST MOON MUTUAL WATER CO,KERN,DISTRICT 12 - VISALIA,High Risk,Low Risk,High Risk,Low Risk,138,Failing,1,$0 
CA1500550,WEST VALLEY MUTUAL WATER COMPANY,KERN,DISTRICT 19 - TEHACHAPI,Low Risk,Medium Risk,High Risk,High Risk,70,At-Risk,1,$0 
CA1500553,RANCHOS DEL RIO,KERN,DISTRICT 19 - TEHACHAPI,Low Risk,Medium Risk,No Risk,Low Risk,62,Not At-Risk,1,$0 
CA1500554,EAST INYOKERN MUTUAL WATER,KERN,DISTRICT 19 - TEHACHAPI,Low Risk,Medium Risk,Low Risk,No Risk,87,Not At-Risk,1,$0 
CA1500555,MUSTANG MUTUAL WATER SYSTEM,KERN,DISTRICT 12 - VISALIA,High Risk,High Risk,No Risk,No Risk,200,Failing,1,$0 
CA1500556,HART FLAT BEAR MUTUAL WATER,KERN,DISTRICT 19 - TEHACHAPI,Low Risk,Low Risk,No Risk,No Risk,56,Not At-Risk,1,$0 
CA1500557,STOCKDALE RANCHOS MUTUAL WATER CO,KERN,DISTRICT 12 - VISALIA,No Risk,High Risk,No Risk,Low Risk,393,Not At-Risk,1,$0 
CA1500560,KRANENBURG WATER SYSTEM,KERN,DISTRICT 12 - VISALIA,Medium Risk,High Risk,No Risk,No Risk,42,At-Risk,1,$0 
CA1500561,ROUND MOUNTAIN WATER COMPANY,KERN,DISTRICT 12 - VISALIA,High Risk,Medium Risk,High Risk,No Risk,50,At-Risk,1,$0 
CA1500563,CHINA LAKE ACRES MUTUAL WATER COMPANY,KERN,DISTRICT 19 - TEHACHAPI,Low Risk,Medium Risk,Low Risk,Low Risk,198,Not At-Risk,1,$0 
CA1500564,HOMETOWN WATER ASSOCIATION,KERN,DISTRICT 19 - TEHACHAPI,Low Risk,High Risk,High Risk,Medium Risk,25,Failing,1,"$148,536 "
CA1500566,SPRING MOUNTAIN MUTUAL WATER COMPANY,KERN,DISTRICT 19 - TEHACHAPI,Low Risk,High Risk,Low Risk,Medium Risk,26,Failing,1,$0 
CA1500569,VALLEY VIEW ESTATES MUTUAL WATER CO,KERN,DISTRICT 19 - TEHACHAPI,Low Risk,Low Risk,No Risk,No Risk,97,Not At-Risk,1,$0 
CA1500571,KERN MOBILE ESTATES LLC,KERN,DISTRICT 19 - TEHACHAPI,High Risk,High Risk,Medium Risk,No Risk,73,Failing,1,"$1,970,581 "
CA1500575,SAN JOAQUIN ESTATES MUTUAL WATER COMPANY,KERN,DISTRICT 12 - VISALIA,High Risk,High Risk,High Risk,Low Risk,165,Failing,1,"$3,095,961 "
CA1500578,LONG CANYON WATER COMPANY CORP.,KERN,DISTRICT 19 - TEHACHAPI,Low Risk,Low Risk,High Risk,Low Risk,122,Potentially At-Risk,1,$0 
CA1500579,LIFE WATER CO-OP,KERN,DISTRICT 19 - TEHACHAPI,Low Risk,High Risk,Low Risk,Medium Risk,35,At-Risk,1,$0 
CA1500584,GOOSELAKE WATER COMPANY,KERN,DISTRICT 12 - VISALIA,High Risk,Low Risk,Low Risk,Low Risk,90,Failing,1,$0 
CA1500585,OASIS PROPERTY OWNERS ASSOCIATION,KERN,DISTRICT 12 - VISALIA,High Risk,Medium Risk,Medium Risk,Low Risk,100,Failing,1,"$3,095,961 "
CA1500588,SON SHINE PROPERTIES,KERN,DISTRICT 19 - TEHACHAPI,High Risk,Medium Risk,Medium Risk,Medium Risk,438,Failing,1,$0 
CA1500591,SWEET WATER CO-OP,KERN,DISTRICT 19 - TEHACHAPI,No Risk,High Risk,Medium Risk,Low Risk,47,At-Risk,1,$0 
CA1500593,UPLANDS OF THE KERN MUTUAL WATER COMPANY,KERN,DISTRICT 12 - VISALIA,No Risk,Medium Risk,High Risk,Low Risk,80,Potentially At-Risk,1,$0 
CA1500599,CHOCTAW VALLEY MUTUAL WATER CO.,KERN,DISTRICT 12 - VISALIA,No Risk,High Risk,No Risk,Low Risk,44,Potentially At-Risk,1,$0 
CA1502056,CLARK STREET COMMUNITY WELL,KERN,DISTRICT 19 - TEHACHAPI,Low Risk,High Risk,High Risk,Low Risk,90,Failing,1,$0 
CA1502068,DI GIORGIO SCHOOL WATER SYSTEM,KERN,DISTRICT 19 - TEHACHAPI,High Risk,High Risk,Medium Risk,No Risk,268,Failing,1,$0 
CA1502074,EL TEJON MIDDLE SCHOOL,KERN,DISTRICT 19 - TEHACHAPI,No Risk,High Risk,No Risk,No Risk,550,Not At-Risk,1,$0 
CA1502154,LAKESIDE SCHOOL,KERN,DISTRICT 12 - VISALIA,High Risk,High Risk,Medium Risk,No Risk,897,Failing,1,$0 
CA1502164,LLANAS CAMP FOUR WATER SYSTEM,KERN,DISTRICT 19 - TEHACHAPI,High Risk,High Risk,Low Risk,Low Risk,54,Failing,1,$0 
CA1502221,POND SCHOOL WATER SYSTEM,KERN,DISTRICT 12 - VISALIA,High Risk,High Risk,No Risk,No Risk,250,At-Risk,1,$0 
CA1502229,RIO BRAVO GREELEY SCHOOL WATER SYSTEM,KERN,DISTRICT 12 - VISALIA,High Risk,High Risk,Low Risk,No Risk,"1,219",At-Risk,1,$0 
CA1502231,ROSAMOND SCHOOL WATER SYSTEM,KERN,DISTRICT 19 - TEHACHAPI,High Risk,No Risk,No Risk,No Risk,940,Failing,1,"$1,970,581 "
CA1502232,ROSAMOND MOBILEHOME PARK,KERN,DISTRICT 19 - TEHACHAPI,High Risk,High Risk,Low Risk,Low Risk,175,Failing,1,"$1,970,581 "
CA1502247,DESERT BREEZE MOBILE HOME ESTATES,KERN,DISTRICT 19 - TEHACHAPI,High Risk,High Risk,Low Risk,Low Risk,82,Failing,1,"$1,970,581 "
CA1502260,SOUTH FORK ELEMENTARY SCHOOL WATER SYS,KERN,DISTRICT 19 - TEHACHAPI,No Risk,High Risk,Medium Risk,No Risk,154,Not At-Risk,1,$0 
CA1502315,CAMP OWEN WATER SYSTEM,KERN,DISTRICT 19 - TEHACHAPI,Low Risk,Low Risk,Medium Risk,Medium Risk,110,Failing,1,$0 
CA1502320,LERDO SHERIFF S FACILITY,KERN,DISTRICT 12 - VISALIA,Low Risk,Medium Risk,Medium Risk,Low Risk,"2,800",Potentially At-Risk,1,$0 
CA1502383,NORD ROAD WATER ASSOCIATION,KERN,DISTRICT 12 - VISALIA,Medium Risk,High Risk,High Risk,No Risk,32,At-Risk,1,$0 
CA1502449,CYPRESS CANYON WATER SYSTEM,KERN,DISTRICT 19 - TEHACHAPI,Medium Risk,Low Risk,High Risk,Low Risk,44,At-Risk,1,$0 
CA1502465,PANAMA ROAD PROPERTY OWNERS ASSOC,KERN,DISTRICT 12 - VISALIA,Low Risk,High Risk,High Risk,Medium Risk,45,At-Risk,1,$0 
CA1502545,SCHWEIKART WATER SYSTEM,KERN,DISTRICT 12 - VISALIA,No Risk,High Risk,No Risk,Low Risk,27,Potentially At-Risk,1,$0 
CA1502564,SIERRA MEADOWS,KERN,DISTRICT 19 - TEHACHAPI,Medium Risk,High Risk,Low Risk,No Risk,68,Potentially At-Risk,1,$0 
CA1502569,FIRST MUTUAL WATER SYSTEM,KERN,DISTRICT 19 - TEHACHAPI,High Risk,High Risk,Low Risk,No Risk,35,Failing,1,"$1,970,581 "
CA1502600,WEGIS MUTUAL WATER COMPANY,KERN,DISTRICT 12 - VISALIA,No Risk,High Risk,High Risk,No Risk,64,At-Risk,1,$0 
CA1502607,PIUTE MOUNTAIN SCHOOL WATER,KERN,DISTRICT 19 - TEHACHAPI,High Risk,High Risk,No Risk,No Risk,75,At-Risk,1,"$1,644,943 "
CA1502608,OWENS PEAK WEST,KERN,DISTRICT 19 - TEHACHAPI,No Risk,High Risk,High Risk,No Risk,79,Potentially At-Risk,1,$0 
CA1502619,SOUTH DESERT MUTUAL WATER COMPANY,KERN,DISTRICT 19 - TEHACHAPI,No Risk,High Risk,Low Risk,Low Risk,28,Potentially At-Risk,1,$0 
CA1502620,POND MUTUAL WATER COMPANY,KERN,DISTRICT 12 - VISALIA,No Risk,High Risk,High Risk,Low Risk,48,At-Risk,1,$0 
CA1502622,GOSFORD ROAD WATER COMPANY,KERN,DISTRICT 19 - TEHACHAPI,No Risk,Medium Risk,High Risk,Low Risk,50,At-Risk,1,$0 
CA1502629,HEATH BRIMHALL P.O.A.,KERN,DISTRICT 12 - VISALIA,No Risk,High Risk,Low Risk,Low Risk,39,Potentially At-Risk,1,$0 
CA1502645,MEADOWS OF THE KERN MUTUAL WATER COMPANY,KERN,DISTRICT 12 - VISALIA,No Risk,Medium Risk,No Risk,Low Risk,32,Not At-Risk,1,$0 
CA1502653,BELLA VISTA MUTUAL WATER COMPANY,KERN,DISTRICT 19 - TEHACHAPI,Low Risk,Low Risk,High Risk,No Risk,150,Potentially At-Risk,1,$0 
CA1502659,OWENS PEAK SOUTH,KERN,DISTRICT 19 - TEHACHAPI,Low Risk,High Risk,Low Risk,No Risk,45,At-Risk,1,$0 
CA1502663,TOWN & COUNTRY WATER COMPANY,KERN,DISTRICT 12 - VISALIA,High Risk,Medium Risk,High Risk,No Risk,73,At-Risk,1,$0 
CA1502670,CHANAC CREEK MUTUAL WATER COMPANY,KERN,DISTRICT 19 - TEHACHAPI,High Risk,High Risk,Medium Risk,Low Risk,240,At-Risk,1,$0 
CA1502690,"DUNE 3 MUTUAL WATER COMPANY, LLC",KERN,DISTRICT 19 - TEHACHAPI,No Risk,Medium Risk,Low Risk,Low Risk,119,Not At-Risk,1,"$2,299,462 "
CA1502699,EAST WILSON ROAD WATER COMPANY,KERN,DISTRICT 12 - VISALIA,High Risk,High Risk,High Risk,Medium Risk,35,Failing,1,"$3,095,961 "
CA1502744,60TH STREET ASSOC. WATER SYSTEM,KERN,DISTRICT 19 - TEHACHAPI,High Risk,High Risk,Low Risk,No Risk,39,Failing,1,"$1,970,581 "
CA1502750,RIVERVIEW HOMEOWNERS ASSOCIATION,KERN,DISTRICT 12 - VISALIA,No Risk,High Risk,No Risk,No Risk,40,Not At-Risk,1,$0 
CA1503140,FRAZIER MOUNTAIN HIGH SCHOOL,KERN,DISTRICT 19 - TEHACHAPI,High Risk,High Risk,Medium Risk,No Risk,516,Failing,1,"$2,992,907 "
CA1503226,QVWD-WEST & EAST COMBINED WATER SYSTEM,KERN,DISTRICT 19 - TEHACHAPI,No Risk,Low Risk,High Risk,Medium Risk,221,Potentially At-Risk,1,$0 
CA1503270,LAKE ISABELLA COMMUNITY SERVICES DIST,KERN,DISTRICT 19 - TEHACHAPI,No Risk,Medium Risk,High Risk,Low Risk,500,Potentially At-Risk,1,$0 
CA1503329,HART CREEK ESTATES MUTUAL WATER CO.,KERN,DISTRICT 19 - TEHACHAPI,Low Risk,Low Risk,High Risk,No Risk,148,Not At-Risk,1,$0 
CA1503341,TEJON CASTAC WD - I5 & LAVAL RD,KERN,DISTRICT 19 - TEHACHAPI,Low Risk,Low Risk,No Risk,No Risk,"38,125",Not At-Risk,1,$0 
CA1503368,SOUTH FORK MIDDLE SCHOOL,KERN,DISTRICT 19 - TEHACHAPI,High Risk,High Risk,Medium Risk,No Risk,204,At-Risk,1,$0 
CA1503475,WESTERN ACRES MUTUAL WATER COMPANY,KERN,DISTRICT 12 - VISALIA,Low Risk,Medium Risk,High Risk,Low Risk,380,Failing,1,$0 
CA1503509,THE ANNE SIPPI CLINIC-RIVERSIDE RANCH,KERN,DISTRICT 12 - VISALIA,High Risk,High Risk,No Risk,Low Risk,51,At-Risk,1,$0 
CA1503526,WINI MUTUAL WATER COMPANY,KERN,DISTRICT 12 - VISALIA,High Risk,High Risk,High Risk,No Risk,29,Failing,1,$0 
CA1503536,GLENNVILLE MUTUAL WATER COMPANY,KERN,DISTRICT 19 - TEHACHAPI,No Risk,High Risk,High Risk,Low Risk,100,At-Risk,1,$0 
CA1503669,NORTH KRANENBURG WS,KERN,DISTRICT 12 - VISALIA,High Risk,High Risk,No Risk,Low Risk,28,Failing,1,$0 
CA1503683,PEAK TO PEAK MOUNTAIN CHARTER SCHOOL WS,KERN,DISTRICT 19 - TEHACHAPI,Low Risk,High Risk,Medium Risk,Low Risk,100,At-Risk,1,$0 
CA1503684,148 EAST WATER SYSTEM,KERN,DISTRICT 19 - TEHACHAPI,Low Risk,High Risk,High Risk,No Risk,36,At-Risk,1,$0 
CA1510001,ARVIN COMMUNITY SERVICES DIST,KERN,DISTRICT 19 - TEHACHAPI,Low Risk,Medium Risk,Medium Risk,No Risk,"19,669",Not At-Risk,1,"$15,092,977 "
CA1510002,BORON CSD,KERN,DISTRICT 19 - TEHACHAPI,No Risk,No Risk,High Risk,Low Risk,"2,086",Not At-Risk,1,$0 
CA1510003,CWS - BAKERSFIELD,KERN,DISTRICT 19 - TEHACHAPI,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"267,881",Not Assessed,1,$0 
CA1510004,"CASA LOMA WATER CO, INC.",KERN,DISTRICT 12 - VISALIA,No Risk,Low Risk,High Risk,High Risk,900,At-Risk,1,$0 
CA1510005,"DELANO, CITY OF",KERN,DISTRICT 12 - VISALIA,High Risk,Low Risk,Medium Risk,Low Risk,"51,428",At-Risk,1,$0 
CA1510006,EAST NILES CSD,KERN,DISTRICT 12 - VISALIA,High Risk,Low Risk,Medium Risk,Low Risk,"32,517",At-Risk,1,"$3,095,961 "
CA1510007,FRAZIER PARK PUD,KERN,DISTRICT 19 - TEHACHAPI,High Risk,Low Risk,High Risk,Low Risk,"2,592",At-Risk,1,"$3,419,501 "
CA1510009,ERSKINE CREEK WC,KERN,DISTRICT 19 - TEHACHAPI,Low Risk,Low Risk,High Risk,Low Risk,"2,500",Potentially At-Risk,1,$0 
CA1510011,BUTTONWILLOW CWD,KERN,DISTRICT 12 - VISALIA,Low Risk,Medium Risk,High Risk,No Risk,"1,508",Not At-Risk,1,$0 
CA1510012,LAMONT PUBLIC UTILITY DIST,KERN,DISTRICT 19 - TEHACHAPI,High Risk,Medium Risk,High Risk,No Risk,"19,057",Failing,1,"$16,135,001 "
CA1510013,"MCFARLAND, CITY OF",KERN,DISTRICT 12 - VISALIA,High Risk,Medium Risk,Medium Risk,Low Risk,"14,161",Failing,1,"$8,995,542 "
CA1510014,MOJAVE PUD,KERN,DISTRICT 19 - TEHACHAPI,No Risk,No Risk,High Risk,No Risk,"4,699",Not At-Risk,1,"$11,486,130 "
CA1510015,OILDALE MWC,KERN,DISTRICT 19 - TEHACHAPI,Low Risk,Low Risk,Medium Risk,Low Risk,"44,899",Potentially At-Risk,1,$0 
CA1510016,RAND COMMUNITIES WATER DISTRICT,KERN,DISTRICT 19 - TEHACHAPI,High Risk,Low Risk,High Risk,Low Risk,303,Failing,1,$0 
CA1510017,INDIAN WELLS VALLEY W.D.,KERN,DISTRICT 19 - TEHACHAPI,Medium Risk,Low Risk,No Risk,Low Risk,"41,580",Potentially At-Risk,1,"$2,447,998 "
CA1510018,ROSAMOND CSD,KERN,DISTRICT 19 - TEHACHAPI,Medium Risk,No Risk,No Risk,No Risk,"17,711",Not At-Risk,1,"$1,970,581 "
CA1510019,"SHAFTER, CITY OF",KERN,DISTRICT 19 - TEHACHAPI,High Risk,Medium Risk,Medium Risk,Low Risk,"21,915",At-Risk,1,$0 
CA1510020,"TEHACHAPI, CITY OF",KERN,DISTRICT 19 - TEHACHAPI,High Risk,No Risk,No Risk,Low Risk,"9,094",At-Risk,1,$0 
CA1510021,"WASCO, CITY OF",KERN,DISTRICT 12 - VISALIA,High Risk,Medium Risk,High Risk,No Risk,"22,757",Failing,1,"$37,945,924 "
CA1510022,WEST KERN WATER DISTRICT,KERN,DISTRICT 19 - TEHACHAPI,Low Risk,Low Risk,Low Risk,Low Risk,"20,500",Not At-Risk,1,$0 
CA1510023,LAKE OF THE WOODS MWC,KERN,DISTRICT 19 - TEHACHAPI,High Risk,Low Risk,High Risk,No Risk,779,At-Risk,1,"$5,203,978 "
CA1510024,GREENFIELD COUNTY WD,KERN,DISTRICT 19 - TEHACHAPI,No Risk,Medium Risk,Medium Risk,No Risk,"11,590",Not At-Risk,1,$0 
CA1510025,STALLION SPRINGS CSD,KERN,DISTRICT 19 - TEHACHAPI,Low Risk,Low Risk,No Risk,Low Risk,"4,910",Failing,1,$0 
CA1510026,CWS - UPPER BODFISH WATER SYSTEM,KERN,DISTRICT 19 - TEHACHAPI,High Risk,Low Risk,High Risk,Low Risk,307,At-Risk,1,$0 
CA1510027,DESERT LAKE COMM SERV DIST,KERN,DISTRICT 19 - TEHACHAPI,Low Risk,No Risk,Low Risk,Low Risk,968,Not At-Risk,1,$0 
CA1510028,MIL POTRERO MWC,KERN,DISTRICT 19 - TEHACHAPI,No Risk,Low Risk,Medium Risk,No Risk,"2,200",Not At-Risk,1,$0 
CA1510029,VAUGHN WC INC,KERN,DISTRICT 19 - TEHACHAPI,Low Risk,Low Risk,No Risk,Low Risk,"37,189",Not At-Risk,1,$0 
CA1510031,"BAKERSFIELD, CITY OF",KERN,DISTRICT 19 - TEHACHAPI,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"160,144",Not Assessed,1,$0 
CA1510032,"CALIFORNIA CITY, CITY OF",KERN,DISTRICT 19 - TEHACHAPI,No Risk,No Risk,High Risk,No Risk,"14,198",Not At-Risk,1,$0 
CA1510033,CWS - KERNVILLE,KERN,DISTRICT 19 - TEHACHAPI,Low Risk,Low Risk,High Risk,Low Risk,"2,572",At-Risk,1,$0 
CA1510036,INYOKERN CSD,KERN,DISTRICT 19 - TEHACHAPI,Low Risk,High Risk,Low Risk,Low Risk,878,Failing,1,$0 
CA1510038,BEAR VALLEY CSD,KERN,DISTRICT 19 - TEHACHAPI,No Risk,Low Risk,Low Risk,Low Risk,"5,592",Not At-Risk,1,$0 
CA1510039,CWS SOUTHLAKE SYSTEM,KERN,DISTRICT 19 - TEHACHAPI,No Risk,No Risk,High Risk,Low Risk,"1,112",Not At-Risk,1,$0 
CA1510040,KERN COUNTY WATER AGENCY,KERN,DISTRICT 19 - TEHACHAPI,Not Assessed,Not Assessed,Not Assessed,Not Assessed,0,Not Assessed,1,$0 
CA1510042,MOUNTAIN MESA WC,KERN,DISTRICT 19 - TEHACHAPI,High Risk,No Risk,High Risk,Low Risk,777,At-Risk,1,$0 
CA1510043,CWS-ONYX WATER SYSTEM,KERN,DISTRICT 19 - TEHACHAPI,Medium Risk,Low Risk,High Risk,Low Risk,284,At-Risk,1,$0 
CA1510045,GOLDEN HILLS CSD,KERN,DISTRICT 19 - TEHACHAPI,Medium Risk,No Risk,No Risk,No Risk,"9,857",Not At-Risk,1,$0 
CA1510046,LOST HILLS UTILITY DISTRICT,KERN,DISTRICT 12 - VISALIA,High Risk,Medium Risk,High Risk,Low Risk,"2,370",At-Risk,1,$0 
CA1510049,CWS - LAKELAND,KERN,DISTRICT 19 - TEHACHAPI,High Risk,Low Risk,High Risk,Low Risk,294,At-Risk,1,$0 
CA1510051,LEBEC COUNTY WATER DISTRICT,KERN,DISTRICT 19 - TEHACHAPI,High Risk,Low Risk,High Risk,Low Risk,"1,379",Failing,1,"$2,992,907 "
CA1510052,NORTH EDWARDS WD,KERN,DISTRICT 19 - TEHACHAPI,Low Risk,No Risk,High Risk,High Risk,"1,105",At-Risk,1,$0 
CA1510053,ANTELOPE VALLEY E KERN WTR AGY-ROSAMOND,KERN,DISTRICT 19 - TEHACHAPI,Not Assessed,Not Assessed,Not Assessed,Not Assessed,0,Not Assessed,1,$0 
CA1510054,PINON PINES MWC,KERN,DISTRICT 19 - TEHACHAPI,High Risk,Low Risk,High Risk,No Risk,908,Failing,1,"$5,078,061 "
CA1510055,CWS - NORTH GARDEN,KERN,DISTRICT 12 - VISALIA,High Risk,Low Risk,No Risk,Low Risk,"22,762",At-Risk,1,$0 
CA1510056,CWS - LOWER BODFISH WATER SYSTEM,KERN,DISTRICT 19 - TEHACHAPI,High Risk,Low Risk,High Risk,Low Risk,736,At-Risk,1,$0 
CA1510701,EDWARDS AFB - MAIN BASE,KERN,DISTRICT 19 - TEHACHAPI,High Risk,No Risk,Medium Risk,No Risk,"11,316",Potentially At-Risk,1,$0 
CA1510703,CHINA LAKE NAVAL AIR WEAPONS STATION,KERN,DISTRICT 19 - TEHACHAPI,No Risk,Low Risk,Medium Risk,No Risk,"6,600",Not At-Risk,1,$0 
CA1510800,CCI - TEHACHAPI,KERN,DISTRICT 19 - TEHACHAPI,No Risk,Low Risk,Medium Risk,Medium Risk,"2,993",Not At-Risk,1,$0 
CA1510801,WASCO ST. PRISON RECEPTION CTR,KERN,DISTRICT 12 - VISALIA,High Risk,Medium Risk,No Risk,Medium Risk,"5,124",At-Risk,1,$0 
CA1510802,KERN VALLEY STATE PRISON,KERN,DISTRICT 19 - TEHACHAPI,High Risk,Medium Risk,Medium Risk,Medium Risk,"5,000",At-Risk,1,$0 
