PWSID,Water_System_Name,County,Regulating_agency,Water_System_Type,Service_Connections,Population, Primary_Service_Area,Water_Quality_Category_Score,Accessibility_Category_Score,Affordability_Category_Score,TMF_Capacity_Category_Score,Total_Risk_Assessment_Score,Automatically_At_Risk,Risk_Assessment_Result,Failing_Status,SAFER_Status,Number_of_Water_Sources,Absence_of_Interties,Source_Capacity_Violations,Bottled_Water_or_Hauled_Water_Reliance,Significant_Deficiencies
CA1710011,BUCKINGHAM PARK WATER DISTRICT,LAKE,DISTRICT 03 - MENDOCINO,COMMUNITY,461,1521,RESIDENTIAL AREA              ,0.25,1.33,0.75,0.17,0.63,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0
CA1710012,COBB AREA COUNTY WATER DISTRICT,LAKE,DISTRICT 03 - MENDOCINO,COMMUNITY,1081,3515,RESIDENTIAL AREA              ,0,0,0.75,0.5,0.31,--,Not At-Risk,Non-Failing,Not At-Risk,13,N/A,N,N,0
CA1710013,CALLAYOMI COUNTY WATER DISTRICT,LAKE,DISTRICT 03 - MENDOCINO,COMMUNITY,532,1481,RESIDENTIAL AREA              ,0.25,0.33,0,0.33,0.23,--,Not At-Risk,Non-Failing,Not At-Risk,3,Y,N,N,0
CA1710014,MT. KONOCTI MUTUAL WATER COMPANY,LAKE,DISTRICT 03 - MENDOCINO,COMMUNITY,1603,4360,RESIDENTIAL AREA              ,0.25,1.33,0,0.67,0.56,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA1710015,HIDDEN VALLEY LAKE CSD,LAKE,DISTRICT 03 - MENDOCINO,COMMUNITY,2518,6235,RESIDENTIAL AREA              ,1.75,0.33,1.08,0.17,0.83,--,At-Risk,Non-Failing,At-Risk,3,Y,N,N,0
CA1710018,LAKE COUNTY CSA 2 - SPRING VALLEY,LAKE,DISTRICT 03 - MENDOCINO,COMMUNITY,464,1531,RESIDENTIAL AREA              ,0,1.5,0.67,0.67,0.71,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0
CA1710021,LAKE COUNTY CSA 21 - NORTH LAKEPORT,LAKE,DISTRICT 03 - MENDOCINO,COMMUNITY,1285,4241,RESIDENTIAL AREA              ,0,0,0.33,0.67,0.25,--,Not At-Risk,Non-Failing,Not At-Risk,2,N,N,N,0
CA1710022,LAKE COUNTY CSA 20 - SODA BAY,LAKE,DISTRICT 03 - MENDOCINO,COMMUNITY,607,2003,RESIDENTIAL AREA              ,0.25,1.33,0,0.67,0.56,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA1710800,CDF-KONOCTI CONSERVATION CAMP NO. 27,LAKE,DISTRICT 03 - MENDOCINO,COMMUNITY,7,100,INSTITUTION                   ,3,2,0,1,1.5,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA1800503,SUSAN RIVER PARK WATER CO.,LASSEN,DISTRICT 02 - LASSEN,COMMUNITY,50,140,RESIDENTIAL AREA              ,0.25,0.33,1.25,1,0.71,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,2,Y,N,N,0
CA1800511,LAKE FOREST MUTUAL W.C.,LASSEN,DISTRICT 02 - LASSEN,COMMUNITY,220,565,RESIDENTIAL AREA              ,0,0.33,0,0,0.08,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0
CA1800512,CLEAR CREEK CSD-WESTWOOD,LASSEN,DISTRICT 02 - LASSEN,COMMUNITY,167,400,RESIDENTIAL AREA              ,0,1.33,0.67,0.17,0.54,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA1800516,LITTLE VALLEY CSD,LASSEN,DISTRICT 02 - LASSEN,COMMUNITY,44,70,RESIDENTIAL AREA              ,0,2,0,2,1,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA1800522,HONEY LAKE CAMPGROUND,LASSEN,DISTRICT 02 - LASSEN,COMMUNITY,11,25,SUMMER CAMP                   ,0,0.33,0.33,0.67,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0
CA1800523,PINEVIEW MOBILE HOME PARK,LASSEN,DISTRICT 02 - LASSEN,COMMUNITY,52,80,MOBILE HOME PARK              ,0,1.5,0,1.67,0.79,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0
CA1800524,LASSEN MOBILE HOME PARK,LASSEN,DISTRICT 02 - LASSEN,COMMUNITY,31,62,MOBILE HOME PARK              ,0,1.33,0.33,0.33,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA1800529,SUSAN HILLS ESTATES WC,LASSEN,DISTRICT 02 - LASSEN,COMMUNITY,98,316,RESIDENTIAL AREA              ,0,0.33,0,0,0.08,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0
CA1800534,SPAULDING EAGLE LAKE MWC,LASSEN,DISTRICT 02 - LASSEN,COMMUNITY,79,300,RESIDENTIAL AREA              ,0,1,1,0.67,0.67,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,2,Y,N,N,0
CA1800573,RICHMOND ELEMENTARY SCHOOL,LASSEN,DISTRICT 02 - LASSEN,NON-TRANSIENT NON-COMMUNITY,1,247,SCHOOL                        ,1.5,1.33,0,0,0.71,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0
CA1800574,JOHNSTONVILLE ELEMENTARY SCHOOL,LASSEN,DISTRICT 02 - LASSEN,NON-TRANSIENT NON-COMMUNITY,1,238,SCHOOL                        ,0,1.33,0.33,0,0.42,At-Risk,At-Risk,Non-Failing,At-Risk,2,Y,N,Y,0
CA1800575,SHAFFER ELEMENTARY SCHOOL,LASSEN,DISTRICT 02 - LASSEN,NON-TRANSIENT NON-COMMUNITY,7,248,SCHOOL                        ,0,0.33,0,0,0.08,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0
CA1800576,LONG VALLEY CHARTER SCHOOL,LASSEN,DISTRICT 02 - LASSEN,NON-TRANSIENT NON-COMMUNITY,1,196,SCHOOL                        ,1.5,1.33,0.33,0,0.79,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0
CA1800577,JANESVILLE ELEMENTARY SCHOOL,LASSEN,DISTRICT 02 - LASSEN,NON-TRANSIENT NON-COMMUNITY,1,425,SCHOOL                        ,0,1.33,0,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA1805004,CDCR-HIGH DESERT STATE PRISON,LASSEN,DISTRICT 02 - LASSEN,COMMUNITY,2724,3357,INSTITUTION                   ,1.5,0.33,0,0.67,0.63,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,7,Y,N,N,0
CA1805007,HERLONG PUBLIC UTILITY DISTRICT,LASSEN,DISTRICT 02 - LASSEN,COMMUNITY,297,2114,RESIDENTIAL AREA              ,0,0.33,1,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0
CA1810001,CITY OF SUSANVILLE,LASSEN,DISTRICT 02 - LASSEN,COMMUNITY,3772,7811,RESIDENTIAL AREA              ,0,0.33,0.33,0.67,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,5,Y,N,N,0
CA1810002,WESTWOOD C.S.D.,LASSEN,DISTRICT 02 - LASSEN,COMMUNITY,949,1662,RESIDENTIAL AREA              ,0,1.33,1.42,0,0.69,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0
CA1810003,LASSEN COUNTY WATER DISTRICT #1,LASSEN,DISTRICT 02 - LASSEN,COMMUNITY,147,450,OTHER AREA                    ,2.75,0.33,1.42,0.17,1.17,--,At-Risk,Non-Failing,At-Risk,2,Y,N,N,0
CA1810004,LEAVITT LAKE CSD,LASSEN,DISTRICT 02 - LASSEN,COMMUNITY,259,950,RESIDENTIAL AREA              ,0,0.33,0.33,0.17,0.21,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0
CA1900007,CALIFORNIA CONSERVATION CAMP #14,LOS ANGELES,DISTRICT 16 - CENTRAL,COMMUNITY,1,107,INSTITUTION                   ,0,0.33,0.33,1,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,3,Y,N,N,0
CA1900038,LANCASTER PARK MOBILE HOME PARK,LOS ANGELES,DISTRICT 22 - ANGELES,COMMUNITY,21,60,MOBILE HOME PARK              ,2.5,3,0.33,0.67,1.63,At-Risk,At-Risk,Failing,Failing,1,Y,N,Y,0
CA1900046,PETER PITCHESS HONOR RANCHO DETN. CTR,LOS ANGELES,DISTRICT 22 - ANGELES,COMMUNITY,1952,7000,INSTITUTION                   ,1.32,0,0,0.83,0.54,--,Not At-Risk,Non-Failing,Not At-Risk,6,N,N,N,0
CA1900055,BLUE SKIES TRAILOR PARK,LOS ANGELES,DISTRICT 07 - HOLLYWOOD,COMMUNITY,20,56,MOBILE HOME PARK              ,0,1.33,0.67,0,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA1900062,LOS ANGELES RESIDENTIAL COMMUNITY FOUNDA,LOS ANGELES,DISTRICT 22 - ANGELES,COMMUNITY,22,184,RESIDENTIAL AREA              ,0,4,0,1,1.25,At-Risk,At-Risk,Non-Failing,At-Risk,0,Y,Y,Y,0
CA1900074,THE PAINTED TURTLE CAMP,LOS ANGELES,DISTRICT 07 - HOLLYWOOD,COMMUNITY,5,57,OTHER TRANSIENT AREA          ,0,1.33,0,1,0.58,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA1900075,BLEICH FLATS MUTUAL,LOS ANGELES,DISTRICT 07 - HOLLYWOOD,COMMUNITY,36,50,RESIDENTIAL AREA              ,0,0.33,0.33,0,0.17,--,Not At-Risk,Non-Failing,Not At-Risk,4,Y,N,N,0
CA1900100,METTLER VALLEY MUTUAL,LOS ANGELES,DISTRICT 15 - METROPOLITAN,COMMUNITY,98,160,RESIDENTIAL AREA              ,2.5,2,1.08,0.67,1.56,At-Risk,At-Risk,Failing,Failing,2,Y,N,Y,0
CA1900102,WESTSIDE PARK MUTUAL WATER,LOS ANGELES,DISTRICT 07 - HOLLYWOOD,COMMUNITY,171,495,RESIDENTIAL AREA              ,0,0,0.33,0.67,0.25,--,Not At-Risk,Non-Failing,Not At-Risk,3,N,N,N,0
CA1900130,DEL RIO MUTUAL,LOS ANGELES,DISTRICT 22 - ANGELES,COMMUNITY,133,700,RESIDENTIAL AREA              ,1.5,1.5,1,0.67,1.17,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA1900145,REESEDALE MUTUAL,LOS ANGELES,DISTRICT 15 - METROPOLITAN,COMMUNITY,23,76,RESIDENTIAL AREA              ,0,0.33,1.08,1,0.6,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,2,Y,N,N,0
CA1900146,SUNNYSIDE FARMS MUTUAL WATER COMPANY,LOS ANGELES,DISTRICT 07 - HOLLYWOOD,COMMUNITY,159,436,RESIDENTIAL AREA              ,0.63,0,0,0,0.16,--,Not At-Risk,Non-Failing,Not At-Risk,6,N,N,N,0
CA1900154,TIERRA BONITA MUTUAL WATER,LOS ANGELES,DISTRICT 16 - CENTRAL,COMMUNITY,32,75,RESIDENTIAL AREA              ,2.5,1.33,1.25,0.67,1.44,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA1900155,WILSONA GARDENS MUTUAL,LOS ANGELES,DISTRICT 22 - ANGELES,COMMUNITY,39,129,RESIDENTIAL AREA              ,0,0,1.33,0.67,0.5,--,Not At-Risk,Non-Failing,Not At-Risk,2,N,N,N,0
CA1900158,LITTLE BALDY WATER,LOS ANGELES,DISTRICT 15 - METROPOLITAN,COMMUNITY,36,55,RESIDENTIAL AREA              ,0,0.33,2,1.33,0.92,--,At-Risk,Non-Failing,At-Risk,2,Y,N,N,0
CA1900301,SHADOW ACRES MUTUAL WATER COMPANY,LOS ANGELES,DISTRICT 07 - HOLLYWOOD,COMMUNITY,164,450,RESIDENTIAL AREA              ,0,0,0,0.33,0.08,--,Not At-Risk,Non-Failing,Not At-Risk,3,N,N,N,0
CA1900303,LLANO MUTUAL WATER COMPANY,LOS ANGELES,DISTRICT 15 - METROPOLITAN,COMMUNITY,81,277,RESIDENTIAL AREA              ,0,1,1.42,0.67,0.77,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,N,N,N,0
CA1900520,THE VILLAGE MOBILE HOME PARK,LOS ANGELES,DISTRICT 07 - HOLLYWOOD,COMMUNITY,34,71,MOBILE HOME PARK              ,2.5,3,0.33,1,1.71,At-Risk,At-Risk,Failing,Failing,1,Y,N,Y,0
CA1900523,WHITE FENCE FARMS MWC NO.3,LOS ANGELES,DISTRICT 22 - ANGELES,COMMUNITY,253,749,RESIDENTIAL AREA              ,0,0,0,1.33,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,2,N,N,N,0
CA1900529,CAMP WILLIAMS-RESORT WATER,LOS ANGELES,DISTRICT 16 - CENTRAL,COMMUNITY,69,80,MOBILE HOME PARK              ,0.5,0.33,0.33,0.67,0.46,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0
CA1900537,OAK GROVE MOBILE HOME PARK,LOS ANGELES,DISTRICT 15 - METROPOLITAN,COMMUNITY,31,109,MOBILE HOME PARK              ,3,2,0,0.83,1.46,--,At-Risk,Failing,Failing,1,Y,N,N,0
CA1900541,WESTERN SKIES MOBILE HOME PARK,LOS ANGELES,DISTRICT 16 - CENTRAL,COMMUNITY,61,198,MOBILE HOME PARK              ,1.5,1.33,0.67,0,0.88,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA1900542,"LOS ANGELES, CITY OF - POWER PLANT #2",LOS ANGELES,DISTRICT 15 - METROPOLITAN,COMMUNITY,17,44,RESIDENTIAL AREA              ,1.5,2,0.33,0.67,1.13,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA1900555,"LOS ANGELES, CITY OF - POWER PLANT #1",LOS ANGELES,DISTRICT 15 - METROPOLITAN,COMMUNITY,19,29,RESIDENTIAL AREA              ,1.5,2,0.33,0.67,1.13,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA1900563,"SUNDALE MUTUAL WATER COMPANY A, B",LOS ANGELES,DISTRICT 07 - HOLLYWOOD,COMMUNITY,330,1100,RESIDENTIAL AREA              ,0,0.33,0.33,0,0.17,--,Not At-Risk,Non-Failing,Not At-Risk,4,Y,N,N,0
CA1900599,VALHALLA WATER ASSOCIATION,LOS ANGELES,DISTRICT 22 - ANGELES,COMMUNITY,9,25,RESIDENTIAL AREA              ,0,2,0,0.67,0.67,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0
CA1900616,THE RIVER COMMUNITY,LOS ANGELES,DISTRICT 16 - CENTRAL,COMMUNITY,1,35,OTHER RESIDENTIAL AREA        ,0,1.5,0.33,0.67,0.63,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0
CA1900636,EL RANCHO MOBILE HOME PARK,LOS ANGELES,DISTRICT 16 - CENTRAL,COMMUNITY,76,215,MOBILE HOME PARK              ,0.75,1.5,1,0.67,0.98,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA1900649,GOLDEN SANDS MOBILE HOME PARK,LOS ANGELES,DISTRICT 07 - HOLLYWOOD,COMMUNITY,152,450,MOBILE HOME PARK              ,0.75,1.33,0.67,0.83,0.9,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA1900693,DESERT PALMS MOBILE HOME PARK,LOS ANGELES,DISTRICT 16 - CENTRAL,COMMUNITY,56,140,MOBILE HOME PARK              ,0,1.33,2,0.67,1,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA1900707,ILEAD AGUA DULCE CHARTER SCHOOL,LOS ANGELES,DISTRICT 15 - METROPOLITAN,NON-TRANSIENT NON-COMMUNITY,1,450,SCHOOL                        ,1.5,1.33,0,0,0.71,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0
CA1900717,CASA DULCE ESTATES,LOS ANGELES,DISTRICT 15 - METROPOLITAN,COMMUNITY,17,24,MOBILE HOME PARK              ,0.25,1.33,0,0,0.4,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA1900721,TERRA NOVA MOBILE HOME PARK,LOS ANGELES,DISTRICT 16 - CENTRAL,COMMUNITY,75,140,MOBILE HOME PARK              ,0,1.33,0.67,0.67,0.67,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0
CA1900750,DEL SUR SCHOOL/WESTSIDE UNION DISTRICT,LOS ANGELES,DISTRICT 22 - ANGELES,NON-TRANSIENT NON-COMMUNITY,2,825,SCHOOL                        ,0.25,1.33,0.33,0,0.48,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA1900751,EASTSIDE UNION SCHOOL DISTRICT,LOS ANGELES,DISTRICT 22 - ANGELES,NON-TRANSIENT NON-COMMUNITY,36,650,SCHOOL                        ,0,2.33,0.33,0,0.67,At-Risk,At-Risk,Non-Failing,At-Risk,1,Y,N,Y,0
CA1900767,GOLDEN VALLEY MUNICIPAL WATER DISTRICT,LOS ANGELES,DISTRICT 22 - ANGELES,COMMUNITY,22,70,OTHER TRANSIENT AREA          ,0,1.5,1.33,0.17,0.75,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0
CA1900785,MITCHELL'S AVENUE E MOBILE HOME PARK,LOS ANGELES,DISTRICT 16 - CENTRAL,COMMUNITY,24,24,MOBILE HOME PARK              ,2,2,0.33,0.33,1.17,--,At-Risk,Failing,Failing,1,Y,N,N,0
CA1900794,ANTELOPE PARK MUTUAL WATER COMPANY,LOS ANGELES,DISTRICT 22 - ANGELES,COMMUNITY,146,445,RESIDENTIAL AREA              ,0,0.33,2,0.67,0.75,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,3,Y,N,N,0
CA1900801,COLORADO MUTUAL WATER COMPANY,LOS ANGELES,DISTRICT 16 - CENTRAL,COMMUNITY,13,39,RESIDENTIAL AREA              ,0,0.33,0.33,0.67,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0
CA1900803,EL DORADO MUTUAL WATER CO.,LOS ANGELES,DISTRICT 15 - METROPOLITAN,COMMUNITY,240,660,RESIDENTIAL AREA              ,0,0,0.33,0,0.08,--,Not At-Risk,Non-Failing,Not At-Risk,2,N,N,N,0
CA1900804,EVERGREEN MUTUAL WATER COMPANY,LOS ANGELES,DISTRICT 16 - CENTRAL,COMMUNITY,47,98,RESIDENTIAL AREA              ,0,2.33,0.33,0,0.67,At-Risk,At-Risk,Non-Failing,At-Risk,1,Y,N,Y,0
CA1900808,LANCASTER WATER COMPANY,LOS ANGELES,DISTRICT 07 - HOLLYWOOD,COMMUNITY,22,80,RESIDENTIAL AREA              ,3,0.33,2,0.67,1.5,--,At-Risk,Non-Failing,At-Risk,2,Y,N,N,0
CA1900809,LANDALE MUTUAL WATER COMPANY,LOS ANGELES,DISTRICT 15 - METROPOLITAN,COMMUNITY,186,559,RESIDENTIAL AREA              ,0,0,0.67,0,0.17,--,Not At-Risk,Non-Failing,Not At-Risk,2,N,N,N,0
CA1900817,CLEAR SKIES MOBILE HOME PARK,LOS ANGELES,DISTRICT 16 - CENTRAL,COMMUNITY,47,131,MOBILE HOME PARK              ,0,1.33,0.67,0.67,0.67,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0
CA1900843,CALIFORNIAN MOBILE HOME PARK,LOS ANGELES,DISTRICT 07 - HOLLYWOOD,COMMUNITY,133,372,MOBILE HOME PARK              ,1.5,1.33,0.67,1,1.13,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA1900868,RIVERS END TRAILER PARK,LOS ANGELES,DISTRICT 22 - ANGELES,COMMUNITY,45,35,MOBILE HOME PARK              ,0,2,0.33,1,0.83,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0
CA1900886,HUGHES-ELIZABETH LAKE UNIFIED SCHOOL DIS,LOS ANGELES,DISTRICT 07 - HOLLYWOOD,NON-TRANSIENT NON-COMMUNITY,2,550,SCHOOL                        ,0,0.33,0,0,0.08,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0
CA1900901,FIRE SUPPRESSION CAMP #19,LOS ANGELES,DISTRICT 16 - CENTRAL,COMMUNITY,1,125,OTHER TRANSIENT AREA          ,0,0.33,0.33,1,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0
CA1900903,SLEEPY VALLEY WATER COMPANY,LOS ANGELES,DISTRICT 22 - ANGELES,COMMUNITY,58,162,RESIDENTIAL AREA              ,3,0.5,1.08,0,1.15,--,At-Risk,Non-Failing,At-Risk,2,Y,N,N,0
CA1900907,SHERWOOD MOBILE HOME PARK,LOS ANGELES,DISTRICT 16 - CENTRAL,COMMUNITY,185,540,MOBILE HOME PARK              ,0,0.33,0.67,0,0.25,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0
CA1900913,LILY OF THE VALLEY MOBILE VILLAGE,LOS ANGELES,DISTRICT 22 - ANGELES,COMMUNITY,182,552,MOBILE HOME PARK              ,0,1.33,0,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0
CA1900936,AQUA J. MUTUAL WATER COMPANY,LOS ANGELES,DISTRICT 15 - METROPOLITAN,COMMUNITY,49,158,RESIDENTIAL AREA              ,0,1.33,1.08,0.67,0.77,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0
CA1900942,ALPINE SPRINGS MOBILE HOME PARK,LOS ANGELES,DISTRICT 07 - HOLLYWOOD,COMMUNITY,53,175,MOBILE HOME PARK              ,1,4,0,0.17,1.29,At-Risk,At-Risk,Failing,Failing,1,Y,Y,Y,0
CA1900961,WINTERHAVEN MOBILE ESTATES,LOS ANGELES,DISTRICT 15 - METROPOLITAN,COMMUNITY,20,56,MOBILE HOME PARK              ,2.5,3,0.33,1,1.71,At-Risk,At-Risk,Failing,Failing,1,Y,N,Y,0
CA1900975,CALI LAKE RV RESORT,LOS ANGELES,DISTRICT 22 - ANGELES,COMMUNITY,47,99,MOBILE HOME PARK              ,1,2,0,1,1,--,At-Risk,Failing,Failing,1,Y,N,N,0
CA1907014,NORTH TRAILS MUTUAL WATER COMPANY,LOS ANGELES,DISTRICT 15 - METROPOLITAN,COMMUNITY,49,100,RESIDENTIAL AREA              ,3,1.5,0,0,1.13,At-Risk,At-Risk,Failing,Failing,3,Y,N,Y,0
CA1907028,SPV WATER COMPANY,LOS ANGELES,DISTRICT 15 - METROPOLITAN,COMMUNITY,73,211,RESIDENTIAL AREA              ,0.25,0.33,1.08,0,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,4,Y,N,N,0
CA1909006,WEST VALLEY COUNTY WATER DISTRICT,LOS ANGELES,DISTRICT 22 - ANGELES,COMMUNITY,242,798,RESIDENTIAL AREA              ,2,0.33,1.08,0.83,1.06,--,At-Risk,Non-Failing,At-Risk,2,Y,N,N,0
CA1910001,CITY OF ALHAMBRA,LOS ANGELES,DISTRICT 16 - CENTRAL,COMMUNITY,18965,83750,RESIDENTIAL AREA              ,2.5,0,0.33,0.67,0.88,--,At-Risk,Non-Failing,At-Risk,13,N/A,N,N,0
CA1910002,AMARILLO MUTUAL WATER COMPANY,LOS ANGELES,DISTRICT 07 - HOLLYWOOD,COMMUNITY,625,3134,RESIDENTIAL AREA              ,3.5,0,0.67,0.67,1.21,--,At-Risk,Non-Failing,At-Risk,2,N,N,N,0
CA1910003,CITY OF ARCADIA,LOS ANGELES,DISTRICT 22 - ANGELES,COMMUNITY,15218,45764,RESIDENTIAL AREA              ,1.35,0,0,0.67,0.51,--,Not At-Risk,Non-Failing,Not At-Risk,12,N/A,N,N,0
CA1910004,GSWC - ARTESIA,LOS ANGELES,DISTRICT 15 - METROPOLITAN,COMMUNITY,10778,50355,RESIDENTIAL AREA              ,0,0,0.33,0,0.08,--,Not At-Risk,Non-Failing,Not At-Risk,14,N/A,N,N,0
CA1910005,"LOS ANGELES CWWD 40, REG. 38-LAKE LA",LOS ANGELES,DISTRICT 16 - CENTRAL,COMMUNITY,3665,12620,RESIDENTIAL AREA              ,0,0,0.33,0.67,0.25,--,Not At-Risk,Non-Failing,Not At-Risk,5,N,N,N,0
CA1910006,SO. CAL. EDISON CO.-SANTA CATALINA,LOS ANGELES,DISTRICT 16 - CENTRAL,COMMUNITY,1999,3822,RESIDENTIAL AREA              ,0,0,2,0.67,0.67,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,13,N/A,N,N,0
CA1910009,VALLEY COUNTY WATER DIST.,LOS ANGELES,DISTRICT 15 - METROPOLITAN,COMMUNITY,12648,68871,RESIDENTIAL AREA              ,2.32,0,0.33,0.67,0.83,--,At-Risk,Non-Failing,At-Risk,8,N/A,N,N,0
CA1910010,CALIFORNIA WATER SERVICE CO.-LANCASTER,LOS ANGELES,DISTRICT 22 - ANGELES,COMMUNITY,674,1435,RESIDENTIAL AREA              ,1.5,0,0,0,0.38,--,Not At-Risk,Non-Failing,Not At-Risk,4,N,N,N,0
CA1910011,"GSWC - BELL, BELL GARDENS",LOS ANGELES,DISTRICT 15 - METROPOLITAN,COMMUNITY,7448,54696,RESIDENTIAL AREA              ,1.5,0,0.67,0,0.54,--,Not At-Risk,Non-Failing,Not At-Risk,10,N/A,N,N,0
CA1910012,BELLFLOWER HOME GARDEN WATER COMPANY,LOS ANGELES,DISTRICT 16 - CENTRAL,COMMUNITY,342,1129,RESIDENTIAL AREA              ,0,1,0.67,0,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,1,N,N,N,0
CA1910013,BELLFLOWER - SOMERSET MWC,LOS ANGELES,DISTRICT 07 - HOLLYWOOD,COMMUNITY,6996,46300,RESIDENTIAL AREA              ,1.5,0,0.67,0,0.54,--,Not At-Risk,Non-Failing,Not At-Risk,8,N,N,N,0
CA1910018,BELLFLOWER MUNICIPAL WATER SYSTEM,LOS ANGELES,DISTRICT 16 - CENTRAL,COMMUNITY,1817,5999,RESIDENTIAL AREA              ,0,0,0,0,0,--,Not At-Risk,Non-Failing,Not At-Risk,10,N/A,N,N,0
CA1910019,"CERRITOS - CITY, WATER DEPT.",LOS ANGELES,DISTRICT 16 - CENTRAL,COMMUNITY,15664,47475,RESIDENTIAL AREA              ,0.75,0,0,0.67,0.36,--,Not At-Risk,Non-Failing,Not At-Risk,4,N/A,N,N,0
CA1910020,CAL-AM WATER COMPANY - EAST PASADENA,LOS ANGELES,DISTRICT 22 - ANGELES,COMMUNITY,2984,9949,RESIDENTIAL AREA              ,1.63,1,0.33,0,0.74,--,Potentially At-Risk,Failing,Failing,4,N,Y,N,0
CA1910021,LIBERTY UTILITIES - COMPTON,LOS ANGELES,DISTRICT 22 - ANGELES,COMMUNITY,6929,26067,RESIDENTIAL AREA              ,0,0,0.33,1,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,6,N,N,N,0
CA1910022,CALIF STATE POLYTECHNICAL UNIV - POMONA,LOS ANGELES,DISTRICT 22 - ANGELES,COMMUNITY,148,29271,SCHOOL                        ,3,0,0,0.67,0.92,--,At-Risk,Non-Failing,At-Risk,2,N,N,N,0
CA1910023,AVERYDALE MWC,LOS ANGELES,DISTRICT 16 - CENTRAL,COMMUNITY,306,1003,RESIDENTIAL AREA              ,1.82,0.33,2,0,1.04,--,At-Risk,Non-Failing,At-Risk,4,Y,N,N,0
